Age;Education;Marital_Status;Income;Children;Mn_Customer;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;AllSpends
38;Graduation;Together;71853;0;5;358;108;413;141;97;32;1149
37;Master;Married;35876;0;4;66;2;40;4;3;14;129
68;Graduation;Widow;40049;1;10;13;6;7;0;3;3;32
38;Graduation;Single;39660;1;8;139;13;78;20;13;36;299
58;Graduation;Together;50127;1;5;274;0;21;4;6;15;320
43;Master;Married;43263;1;11;262;6;61;0;10;102;441
71;Master;Married;62845;2;10;1099;0;45;0;0;34;1178
30;Graduation;Married;18929;0;2;32;0;8;23;4;18;85
38;Basic;Single;24367;1;3;2;4;2;0;11;5;24
45;Graduation;Single;33249;1;2;6;10;21;19;14;42;112
61;2n Cycle;Married;26887;1;2;6;7;4;3;4;6;30
37;PhD;Married;50150;0;6;135;46;92;65;61;11;410
44;Graduation;Together;62061;1;8;641;7;84;0;30;38;800
58;PhD;Divorced;85696;0;5;714;76;395;116;0;12;1313
64;PhD;Together;76542;0;3;794;73;573;0;29;14;1483
27;Graduation;Single;70515;0;10;420;0;452;182;64;140;1258
33;Graduation;Together;18227;1;11;1;2;7;4;3;11;28
55;Graduation;Married;69139;1;1;86;12;75;33;15;6;227
38;Graduation;Married;69109;0;11;823;25;459;124;29;95;1555
58;Graduation;Single;69627;1;3;231;161;215;171;30;53;861
42;Graduation;Married;38136;1;4;8;15;27;0;20;33;103
74;PhD;Single;62159;0;4;182;17;259;77;70;29;634
57;Graduation;Single;80695;0;12;557;129;984;193;37;18;1918
49;Master;Single;33316;2;10;79;1;31;4;4;12;131
52;Graduation;Together;58554;2;9;368;24;68;38;0;88;586
28;Basic;Married;17256;1;11;6;4;14;8;8;22;62
46;Graduation;Divorced;53034;2;5;160;15;196;15;11;50;447
70;2n Cycle;Together;52203;0;7;488;21;238;56;108;28;939
43;2n Cycle;Divorced;59601;1;7;691;7;69;0;7;23;797
62;Master;Single;75154;1;9;543;10;205;160;143;82;1143
44;Graduation;Single;47025;1;11;254;7;108;20;0;26;415
47;Graduation;Married;37971;1;11;5;4;10;2;2;7;30
52;Master;Divorced;41335;1;12;112;19;21;16;14;5;187
62;Graduation;Married;67267;1;5;134;11;59;15;2;30;251
45;Graduation;Single;57338;1;4;143;6;52;11;8;17;237
60;2n Cycle;Together;50523;2;12;51;4;24;4;7;1;91
55;Master;Single;35791;3;5;27;0;5;0;0;3;35
60;PhD;Divorced;50611;1;10;459;0;24;6;0;4;493
51;PhD;Married;56242;1;3;689;8;167;11;8;88;971
60;Graduation;Single;48904;1;12;283;10;38;0;13;27;371
45;Graduation;Single;56243;3;12;347;0;35;4;3;7;396
35;Graduation;Married;21355;1;8;5;13;14;0;5;31;68
49;Master;Together;57420;1;6;280;0;18;0;0;24;322
50;Master;Together;;1;4;187;5;65;26;20;14;317
65;Master;Divorced;46390;1;5;95;14;64;2;9;38;222
64;2n Cycle;Together;54342;2;7;84;10;34;11;10;28;177
62;Graduation;Together;;2;9;19;4;12;2;2;6;45
56;2n Cycle;Single;;2;1;5;1;9;2;0;4;21
47;Graduation;Married;20895;1;10;18;3;17;3;0;4;45
72;Graduation;Married;92344;0;1;992;24;694;51;19;119;1899
48;PhD;Together;;1;3;25;1;13;0;0;3;42
44;2n Cycle;Together;26907;2;8;9;1;7;0;3;2;22
40;Graduation;Together;44964;2;12;19;1;17;2;0;2;41
41;Graduation;Together;75507;0;5;709;93;374;104;80;80;1440
48;Master;Married;53761;2;10;158;0;76;13;7;71;325
47;Graduation;Together;22682;1;10;10;14;29;4;2;36;95
48;PhD;Together;38887;1;3;25;1;13;0;0;3;42
45;2n Cycle;Single;41658;2;11;8;4;12;15;4;29;72
48;PhD;Married;29791;1;5;14;0;6;0;0;0;20
64;Master;Married;63915;2;7;622;7;115;30;0;15;789
46;Graduation;Divorced;39996;2;5;11;0;3;0;0;1;15
48;Graduation;Divorced;26759;1;2;25;3;16;8;5;2;59
52;Master;Divorced;63841;1;4;635;15;100;20;7;131;908
51;PhD;Married;51039;2;12;100;64;79;65;0;109;417
59;Graduation;Married;60544;2;8;201;2;43;3;5;35;289
48;Graduation;Married;65685;1;3;642;14;49;0;7;57;769
67;Graduation;Married;37716;1;4;97;1;41;6;2;41;188
63;Graduation;Single;36864;1;8;204;5;39;17;0;89;354
50;Master;Married;44511;1;10;513;7;133;46;14;14;727
53;PhD;Married;36947;2;8;88;3;21;4;1;29;146
69;Master;Together;47352;1;4;172;12;112;8;0;15;319
67;Master;Married;67087;1;12;329;35;222;130;35;43;794
70;Graduation;Married;57045;1;9;296;13;104;11;13;17;454
67;PhD;Divorced;36957;2;9;100;2;16;2;1;31;152
43;PhD;Married;69389;1;9;422;7;238;69;46;15;797
48;Graduation;Married;80134;1;5;1218;16;272;104;0;80;1690
51;Master;Married;43142;2;2;5;1;7;2;1;4;20
76;Graduation;Married;80589;0;1;507;93;520;242;40;26;1428
30;Graduation;Single;34412;1;2;52;12;50;4;36;55;209
41;Graduation;Single;57537;1;6;191;56;139;51;8;100;545
54;Basic;Together;22634;0;1;2;23;11;8;6;46;96
72;Graduation;Together;51315;0;2;68;28;39;16;30;41;222
48;Graduation;Married;36026;3;3;20;4;10;6;4;17;61
47;Graduation;Married;24639;2;1;20;3;16;0;4;1;44
48;PhD;Together;34578;3;4;7;0;1;0;0;0;8
48;2n Cycle;Single;65704;0;10;279;172;74;38;8;246;817
54;Graduation;Single;63810;1;11;977;12;253;16;12;101;1371
51;PhD;Together;54132;1;2;30;1;8;0;0;3;42
61;Graduation;Married;18690;0;12;6;1;7;23;4;19;60
50;Graduation;Married;28164;1;5;3;18;26;11;8;12;78
46;PhD;Married;34596;1;4;14;0;2;0;0;7;23
48;PhD;Married;43269;1;9;10;1;7;0;0;1;19
62;2n Cycle;Single;38741;2;3;7;10;17;8;6;13;61
48;Graduation;Single;31907;0;3;33;87;64;175;16;74;449
37;Master;Married;27100;1;4;12;0;13;2;0;10;37
47;2n Cycle;Divorced;31163;1;2;2;3;10;11;2;10;38
35;Graduation;Married;92533;0;12;693;21;118;110;147;42;1131
47;Graduation;Single;34853;2;12;9;3;15;2;3;2;34
53;Graduation;Divorced;70844;2;10;129;26;67;3;67;2;294
41;2n Cycle;Married;31086;2;5;16;2;11;3;0;16;48
59;Graduation;Married;60544;2;8;201;2;43;3;5;35;289
34;2n Cycle;Together;20491;0;1;5;4;5;4;2;10;30
56;Graduation;Married;42523;0;4;14;36;11;3;26;35;125
37;Graduation;Married;39922;1;2;29;12;59;19;1;36;156
68;Graduation;Together;33402;2;7;26;2;19;10;5;8;70
71;Master;Married;36408;2;9;9;1;4;3;2;3;22
41;Graduation;Together;21645;1;9;14;0;23;4;5;19;65
72;Master;Widow;78427;0;10;972;19;595;180;26;138;1930
74;Graduation;Together;82657;0;9;966;168;672;246;105;126;2283
62;Graduation;Married;51876;0;10;99;27;102;28;48;6;310
49;2n Cycle;Married;78041;0;12;482;35;553;72;160;17;1319
63;Graduation;Married;52852;1;12;714;8;99;11;0;47;879
38;PhD;Together;70038;0;10;587;54;348;71;54;130;1244
47;2n Cycle;Together;69401;1;3;399;27;159;58;8;39;690
48;Graduation;Together;46053;1;2;56;10;92;19;7;25;209
55;Graduation;Married;77343;0;6;227;151;573;98;54;31;1134
67;Graduation;Single;73892;0;11;703;102;601;0;58;43;1507
53;PhD;Single;40304;1;9;37;0;17;0;0;3;57
55;PhD;Together;32727;0;8;167;13;180;86;13;70;529
51;Graduation;Together;68695;0;6;458;81;356;106;50;40;1091
49;Graduation;Divorced;43300;1;10;91;3;52;2;1;31;180
48;Graduation;Together;26290;2;1;15;8;16;11;5;22;77
50;Graduation;Single;93790;0;2;1302;68;731;89;114;45;2349
46;PhD;Married;38410;0;9;153;64;123;116;64;14;534
70;Master;Widow;64866;1;1;508;5;21;7;5;10;556
61;Graduation;Together;57957;1;8;290;59;177;77;5;29;637
65;PhD;Together;46015;2;4;38;0;2;0;0;6;46
42;Graduation;Together;16531;1;6;2;13;6;7;5;11;44
34;Master;Married;28072;1;7;30;0;10;2;0;5;47
57;Master;Divorced;49476;1;6;386;23;95;54;41;196;795
67;Graduation;Married;50725;1;2;443;10;75;0;10;48;586
68;Graduation;Together;83844;0;5;901;31;345;75;31;191;1574
70;PhD;Married;41145;2;2;9;0;3;0;0;1;13
50;Graduation;Together;67419;1;1;846;84;352;91;56;42;1471
50;2n Cycle;Married;23162;2;12;8;3;9;19;4;22;65
43;Graduation;Married;34380;1;5;72;7;58;13;1;24;175
54;Graduation;Single;34704;1;4;29;0;5;0;1;5;40
51;PhD;Married;94871;2;9;169;24;553;188;0;144;1078
62;Graduation;Married;65148;1;11;460;35;422;33;12;153;1115
66;Graduation;Together;39898;1;2;69;8;26;12;7;12;134
64;Master;Single;64857;0;11;556;14;717;210;0;43;1540
50;PhD;Married;59892;1;11;73;0;13;0;1;0;87
33;Master;Single;41020;0;10;112;1;54;7;7;36;217
59;PhD;Married;57072;1;1;944;0;60;0;0;30;1034
41;Graduation;Single;60474;1;4;265;199;303;234;9;170;1180
60;Graduation;Together;62807;1;8;526;28;135;10;21;99;819
39;2n Cycle;Together;19414;1;10;2;3;12;3;5;7;32
40;Graduation;Married;19107;1;8;2;4;9;10;5;16;46
44;2n Cycle;Together;75484;1;8;378;97;259;197;194;34;1159
44;Master;Single;70379;1;3;553;25;142;65;67;8;860
50;Master;Together;79419;0;6;751;127;687;20;15;31;1631
74;PhD;Together;64014;3;6;406;0;30;0;0;8;444
65;Graduation;Married;76998;1;1;1449;89;161;69;35;107;1910
48;Master;Together;49854;1;11;123;17;171;39;0;30;380
49;PhD;Married;60585;2;6;267;42;309;55;42;21;736
70;PhD;Divorced;42873;2;1;209;0;40;3;2;15;269
32;Graduation;Together;87679;0;7;1259;172;815;97;148;33;2524
42;Graduation;Together;57867;1;10;344;35;178;15;23;17;612
30;Graduation;Married;35765;1;12;22;3;30;0;5;15;75
61;Graduation;Married;65492;0;1;247;161;295;210;85;47;1045
43;Graduation;Divorced;32952;1;12;38;0;12;3;1;1;55
51;PhD;Together;53374;1;8;896;10;101;13;10;34;1064
61;Graduation;Together;71706;1;11;931;56;253;91;98;14;1443
32;Graduation;Married;68487;0;1;758;12;385;33;89;89;1366
45;Master;Together;53253;2;2;216;9;57;20;9;125;436
47;2n Cycle;Divorced;31163;1;2;2;3;10;11;2;10;38
43;Graduation;Married;42014;1;8;244;15;108;4;15;50;436
47;Master;Married;54108;2;11;539;6;91;8;6;97;747
65;PhD;Single;49667;0;8;1181;26;120;17;13;39;1396
46;Master;Married;63206;0;3;750;8;125;11;8;26;928
48;Master;Married;57136;2;7;306;5;109;21;109;92;642
45;2n Cycle;Together;46772;1;11;350;104;189;197;151;57;1048
49;PhD;Married;78931;0;10;331;197;170;58;152;35;943
62;Graduation;Together;53977;1;6;620;16;165;0;24;82;907
32;Graduation;Married;84219;0;2;434;137;400;45;137;45;1198
45;Master;Single;46098;2;8;57;0;27;0;0;36;120
55;Graduation;Married;73538;1;11;811;76;428;99;137;107;1658
34;Graduation;Married;79529;0;4;423;42;706;73;197;197;1638
43;2n Cycle;Together;20981;0;4;2;12;10;6;13;30;73
40;Graduation;Single;51766;1;3;60;51;87;6;20;51;275
58;Graduation;Married;55759;1;11;675;0;85;10;7;77;854
42;Graduation;Married;33039;1;9;30;8;12;8;8;12;78
48;Master;Married;37787;1;9;40;1;40;4;3;18;106
50;Graduation;Single;27242;1;11;3;17;26;20;1;39;106
37;PhD;Single;87188;0;6;910;111;724;49;74;55;1923
49;Graduation;Together;69930;0;5;252;98;827;219;70;196;1662
44;Graduation;Single;37697;1;2;34;6;21;11;4;8;84
47;PhD;Married;37401;1;5;19;3;19;3;1;3;48
47;Graduation;Single;3502;1;4;2;1;1;0;0;1;5
44;Graduation;Married;58597;2;11;490;0;184;10;28;21;733
72;PhD;Widow;82032;0;4;332;194;377;149;125;57;1234
62;Graduation;Together;28087;2;12;53;8;17;13;0;21;112
33;PhD;Single;74004;0;2;784;48;560;42;176;48;1658
60;Graduation;Together;19740;1;3;7;11;3;10;4;20;55
45;2n Cycle;Married;57036;1;12;1171;43;219;19;14;47;1513
62;2n Cycle;Together;53083;2;5;215;7;33;3;0;13;271
45;PhD;Married;69283;1;6;674;62;134;0;26;8;904
45;Master;Single;46098;2;8;57;0;27;0;0;36;120
32;2n Cycle;Married;23331;1;9;5;36;7;0;10;45;103
32;2n Cycle;Single;23331;1;10;104;20;101;24;15;5;269
31;Graduation;Single;9255;1;12;9;0;7;2;0;4;22
61;PhD;Widow;67786;0;12;431;82;441;80;20;102;1156
49;PhD;Married;71969;1;10;1000;0;76;0;0;10;1086
53;Master;Single;59235;1;1;448;40;469;80;0;91;1128
31;Graduation;Together;31928;1;3;33;4;24;4;2;5;72
59;Master;Together;74881;2;3;505;72;270;36;27;54;964
42;Graduation;Married;65819;0;11;267;38;701;149;165;63;1383
67;PhD;Single;51411;3;5;14;0;3;0;0;1;18
56;Graduation;Divorced;51983;1;8;631;0;115;10;7;30;793
34;Master;Together;42386;1;1;65;4;16;0;4;11;100
33;2n Cycle;Married;30390;0;9;10;12;12;25;1;20;80
57;Graduation;Single;30983;0;11;51;4;50;12;1;49;167
63;Graduation;Widow;66033;1;1;293;35;179;46;59;65;677
45;2n Cycle;Married;37284;2;3;11;1;2;2;1;6;23
69;Master;Divorced;57530;1;10;50;1;27;6;7;1;92
55;2n Cycle;Married;76800;0;3;173;26;255;35;71;81;641
64;Graduation;Married;63943;1;9;423;184;368;13;97;21;1106
58;Graduation;Together;76081;0;5;292;30;415;63;33;200;1033
46;Graduation;Married;67445;1;8;757;80;217;29;80;11;1174
53;Master;Married;37054;2;9;12;1;6;0;1;5;25
58;Master;Together;47175;2;10;167;2;44;6;2;19;240
44;Graduation;Divorced;31859;1;6;3;1;3;8;0;5;20
59;Graduation;Divorced;27215;3;1;30;5;22;8;9;28;102
44;PhD;Divorced;70179;1;7;532;88;168;69;44;133;1034
37;Graduation;Married;39922;1;2;29;12;59;19;1;36;156
44;Master;Married;49681;2;11;411;0;26;0;0;21;458
32;Graduation;Married;24645;1;11;5;3;4;4;1;0;17
66;Graduation;Divorced;79865;1;6;71;99;278;185;121;38;792
35;Graduation;Married;44322;1;6;46;0;40;3;0;3;92
68;Graduation;Single;47958;1;1;268;11;88;15;3;22;407
56;Master;Single;63972;1;12;928;63;254;0;12;12;1269
66;Graduation;Together;75315;1;4;459;15;171;142;23;31;841
70;PhD;Married;55517;2;9;483;0;108;0;6;36;633
63;PhD;Married;75283;3;3;733;9;180;12;19;66;1019
74;PhD;Single;82800;0;11;1006;22;115;59;68;45;1315
66;Graduation;Married;38998;2;11;34;1;14;0;0;5;54
29;Master;Single;90638;0;2;1156;120;915;94;144;96;2525
34;Master;Married;27161;1;10;7;4;23;7;0;11;52
43;Graduation;Married;42014;1;8;244;15;108;4;15;50;436
60;PhD;Together;38201;1;3;233;0;23;0;0;12;268
38;Graduation;Together;45203;2;3;35;3;67;10;8;24;147
73;PhD;Together;81574;0;4;1252;0;465;46;35;0;1798
28;Graduation;Married;34935;0;6;34;4;66;3;10;20;137
44;Master;Single;60482;1;1;255;43;134;37;14;24;507
64;Graduation;Together;34633;3;1;8;1;5;0;0;1;15
73;Master;Together;78093;0;12;368;32;639;13;43;10;1105
70;Graduation;Divorced;82460;0;12;255;47;573;52;32;15;974
54;Master;Together;45903;1;4;33;8;10;2;10;3;66
33;Graduation;Divorced;81361;0;2;163;23;424;27;65;76;778
47;PhD;Divorced;35860;2;5;15;0;8;4;2;20;49
68;Master;Together;40442;2;8;45;12;52;25;22;13;169
55;Graduation;Married;61482;0;6;48;58;68;16;66;43;299
40;Graduation;Married;34968;1;4;158;6;45;8;2;2;221
33;Graduation;Married;75794;0;12;754;160;625;63;32;48;1682
58;PhD;Together;31497;1;12;108;1;28;13;1;4;155
65;Graduation;Married;74268;0;2;199;66;315;97;174;41;892
32;Basic;Together;13724;1;8;2;7;5;2;15;27;58
55;Master;Together;45143;1;8;202;5;74;11;5;14;311
53;PhD;Single;52569;1;4;85;0;3;0;0;7;95
47;PhD;Single;48432;1;10;322;3;50;4;3;42;424
60;Master;Together;17144;2;2;18;2;19;0;2;6;47
36;Graduation;Single;36108;1;10;141;8;129;3;11;47;339
49;Graduation;Married;76445;1;9;739;107;309;140;80;35;1410
45;PhD;Married;36663;1;4;18;0;6;3;3;5;35
55;Master;Married;53843;1;6;378;0;88;19;4;73;562
64;Master;Married;90226;0;9;1083;108;649;253;151;108;2352
65;Master;Divorced;70638;0;6;1016;12;215;16;12;63;1334
60;Graduation;Together;44512;2;8;23;1;6;0;0;2;32
59;Graduation;Married;27116;2;3;12;1;21;2;2;3;41
57;PhD;Married;54072;2;7;35;0;4;0;0;0;39
43;Graduation;Married;71855;1;1;548;31;422;0;112;28;1141
30;2n Cycle;Single;51250;1;3;342;32;230;34;32;40;710
47;Master;Married;60432;1;3;365;3;15;4;3;11;401
56;PhD;Married;65526;1;4;397;19;69;12;0;9;506
32;Graduation;Single;68655;0;8;456;19;832;75;118;38;1538
42;2n Cycle;Married;12393;0;12;5;6;15;11;7;13;57
30;Graduation;Single;64509;0;8;836;185;575;24;25;77;1722
45;Graduation;Single;33955;1;8;100;2;128;23;7;10;270
43;Graduation;Married;31353;2;12;10;0;10;3;1;7;31
36;Graduation;Married;55434;1;10;238;115;215;169;69;76;882
37;Graduation;Together;28359;1;10;6;0;5;2;1;2;16
33;Graduation;Single;57100;1;5;158;11;99;15;11;17;311
55;Graduation;Married;69139;1;1;86;12;75;33;15;6;227
64;Master;Married;52973;1;11;856;0;76;12;9;199;1152
55;PhD;Together;51717;1;8;98;1;17;0;1;5;122
49;Graduation;Married;18793;1;1;4;16;20;0;17;20;77
38;2n Cycle;Together;66664;0;9;398;96;447;220;96;32;1289
61;Graduation;Single;50664;2;1;313;8;104;6;4;126;561
57;Graduation;Together;54414;2;1;109;18;16;24;26;18;211
68;PhD;Married;54549;1;3;216;2;6;0;0;9;233
49;PhD;Widow;47111;1;9;595;71;153;120;112;41;1092
57;PhD;Divorced;41003;0;3;123;133;142;71;44;88;601
38;Graduation;Together;19444;1;2;16;0;23;3;2;10;54
44;2n Cycle;Together;36301;1;10;11;12;35;3;5;12;78
73;PhD;Together;73059;1;8;410;112;420;0;82;71;1095
51;PhD;Together;42731;1;10;159;2;51;6;2;24;244
61;PhD;Married;52854;2;3;105;0;10;0;1;0;116
42;Graduation;Together;22775;1;6;5;1;8;0;0;1;15
72;PhD;Together;46681;2;10;269;15;69;15;19;38;425
65;PhD;Married;59821;1;4;629;0;70;0;0;35;734
66;Graduation;Divorced;50002;1;6;443;5;71;21;16;82;638
75;Graduation;Married;69755;0;10;217;77;373;111;23;93;894
51;Graduation;Married;44078;2;6;24;1;10;2;0;4;41
44;Master;Together;30560;1;6;9;1;5;4;5;7;31
51;Master;Together;35924;2;3;8;0;14;2;3;7;34
56;PhD;Divorced;64140;2;9;1459;0;61;0;15;215;1750
39;Graduation;Together;56386;2;10;230;48;214;13;32;75;612
41;Basic;Together;24594;1;12;1;3;6;10;0;9;29
39;2n Cycle;Together;75774;1;5;340;21;134;258;14;56;823
60;Master;Divorced;39228;0;5;7;1;6;0;3;3;20
46;Master;Married;58494;1;12;298;7;68;4;0;19;396
39;Graduation;Single;58684;0;6;479;35;179;28;7;85;813
53;Graduation;Divorced;57136;0;5;267;140;599;34;12;127;1179
70;PhD;Widow;56551;2;5;67;4;32;17;2;16;138
38;Graduation;Married;22448;1;2;3;1;8;23;2;18;55
59;Graduation;Single;82014;0;8;980;37;265;35;163;31;1511
57;Graduation;Widow;34213;2;9;50;4;28;6;3;26;117
43;Graduation;Together;157146;0;4;1;0;1725;2;1;1;1730
73;PhD;Widow;25358;1;7;19;0;5;0;0;8;32
42;Master;Single;35544;1;3;30;5;23;4;1;4;67
66;Master;Together;36634;1;5;213;9;76;4;3;30;335
66;PhD;Married;62670;1;2;539;30;92;80;46;38;825
48;2n Cycle;Together;50334;1;7;284;16;160;84;16;134;694
39;Graduation;Single;72066;0;6;1003;34;536;134;51;34;1792
62;PhD;Single;50729;2;5;239;13;143;45;4;52;496
52;Graduation;Together;34916;2;5;51;23;82;33;0;42;231
44;Graduation;Divorced;64892;1;5;527;24;230;32;24;65;902
54;Graduation;Single;43602;2;1;19;5;12;10;3;19;68
31;PhD;Single;33996;0;9;40;2;15;8;0;6;71
35;2n Cycle;Single;41473;1;6;21;8;20;15;3;9;76
53;PhD;Married;63246;2;8;593;30;91;29;22;7;772
61;PhD;Married;36732;2;12;21;5;3;10;1;7;47
50;PhD;Married;69084;1;11;1181;107;199;39;30;30;1586
53;PhD;Married;77766;1;2;1004;59;265;115;59;27;1529
35;PhD;Single;37929;0;7;202;2;46;3;2;10;265
69;Graduation;Together;86610;0;9;446;107;768;33;196;53;1603
34;Master;Married;80141;0;1;1184;102;673;52;40;40;2091
65;2n Cycle;Married;72635;0;6;390;22;323;104;35;107;981
50;Graduation;Married;69016;1;11;726;53;363;123;107;161;1533
29;2n Cycle;Together;20193;0;11;8;8;22;24;11;9;82
45;Graduation;Married;27573;1;3;50;15;110;39;15;15;244
41;Basic;Single;15862;1;6;1;1;4;11;9;10;36
44;PhD;Married;49544;1;2;308;0;73;0;0;23;404
40;Graduation;Married;33228;1;1;22;2;31;7;4;5;71
42;Graduation;Together;70440;0;10;690;117;499;76;102;88;1572
49;Graduation;Together;38232;2;1;43;5;28;7;6;33;122
65;PhD;Married;22554;2;11;27;0;10;0;0;4;41
37;PhD;Married;23536;1;6;6;0;3;0;0;1;10
68;Graduation;Married;49413;1;10;205;7;41;3;2;46;304
51;Graduation;Married;42231;2;3;24;0;8;0;1;4;37
40;Master;Divorced;78789;0;8;667;50;850;21;83;83;1754
52;Graduation;Together;56534;1;7;691;7;61;10;0;46;815
49;Graduation;Single;58350;1;1;493;26;206;116;80;80;1001
31;Graduation;Single;81217;0;7;493;70;324;146;40;84;1157
69;Graduation;Single;49090;1;7;494;5;82;7;0;100;688
33;Master;Divorced;61787;0;7;621;73;414;78;48;85;1319
35;PhD;Married;18169;1;2;9;0;5;0;0;7;21
39;2n Cycle;Single;24336;1;8;1;6;2;8;2;12;31
30;Graduation;Married;18222;0;12;12;4;19;12;6;14;67
68;Graduation;Divorced;62335;1;5;243;131;217;85;6;26;708
49;2n Cycle;Together;42033;2;9;11;1;4;2;0;7;25
37;PhD;Married;86580;0;2;532;21;127;26;20;20;746
63;PhD;Divorced;41437;2;9;29;0;2;0;0;1;32
69;Master;Widow;73705;2;3;612;91;520;258;107;107;1695
44;Graduation;Married;61064;1;8;387;126;342;0;45;180;1080
65;Master;Married;38452;2;3;56;0;14;0;0;2;72
31;Graduation;Single;18358;1;11;6;8;19;16;4;4;57
47;PhD;Together;55012;1;3;582;0;65;0;0;13;660
47;Basic;Together;9722;1;10;6;17;16;6;16;42;103
36;PhD;Married;38175;1;9;70;6;69;2;3;3;153
64;Master;Together;58656;1;9;962;12;194;16;24;12;1220
55;Graduation;Together;52117;1;8;112;10;107;30;0;20;279
42;Graduation;Married;64813;1;1;293;0;124;179;97;52;745
47;PhD;Married;54222;1;3;199;12;31;3;12;7;264
34;Graduation;Married;83512;0;6;1060;61;835;80;20;101;2157
61;Master;Married;77520;1;8;940;44;396;0;88;58;1526
42;Graduation;Together;41154;1;4;44;2;11;2;3;7;69
54;Graduation;Married;80398;0;11;342;51;936;207;35;26;1597
28;Basic;Single;18746;1;5;2;10;11;12;9;20;64
36;Graduation;Together;35196;1;11;75;12;141;43;39;187;497
64;Graduation;Single;60230;1;5;520;20;367;39;81;40;1067
43;Graduation;Married;22108;2;5;5;3;9;6;2;6;31
46;Graduation;Together;44392;2;9;87;5;71;7;12;29;211
44;PhD;Married;55424;1;11;462;61;184;10;53;107;877
41;Graduation;Married;17688;1;1;2;2;1;3;1;2;11
37;PhD;Married;92491;0;5;979;44;935;29;25;22;2034
29;Graduation;Single;90273;0;12;704;129;853;120;74;111;1991
58;PhD;Widow;82571;0;4;861;31;558;62;95;79;1686
38;PhD;Single;38513;1;1;172;3;115;16;0;18;324
41;Master;Single;16653;1;4;5;7;31;15;4;7;69
65;Graduation;Together;42586;2;10;194;2;56;0;0;0;252
55;Basic;Single;23529;1;1;9;7;13;3;2;20;54
59;Master;Together;74881;2;3;505;72;270;36;27;54;964
69;Graduation;Married;71107;1;2;533;10;217;198;174;195;1327
56;PhD;Together;46910;2;3;48;0;14;0;0;6;68
61;Graduation;Married;18690;0;12;6;1;7;23;4;19;60
65;Graduation;Divorced;37244;2;4;18;2;10;0;0;25;55
54;Graduation;Together;82427;0;3;482;147;509;104;107;107;1456
62;2n Cycle;Single;75342;1;5;204;97;97;21;118;26;563
66;Graduation;Divorced;70044;1;2;1073;0;250;153;14;14;1504
53;Graduation;Single;79146;2;4;245;16;223;21;43;16;564
57;Graduation;Married;77437;0;11;560;21;442;29;44;29;1125
61;Graduation;Married;54984;1;5;173;13;131;32;3;6;358
49;PhD;Married;42403;1;12;22;1;11;0;5;3;42
56;Graduation;Together;55761;1;4;136;1;12;0;3;32;184
37;Graduation;Together;37292;1;4;275;0;86;10;23;66;460
75;PhD;Single;45576;0;5;56;19;29;2;14;25;145
73;Graduation;Together;70321;0;1;303;23;751;82;26;191;1376
51;PhD;Divorced;58086;1;1;708;7;62;0;0;15;792
68;Graduation;Married;81795;0;10;324;132;693;27;118;88;1382
73;Basic;Together;28389;0;11;1;5;3;7;4;8;28
74;Master;Married;66835;0;9;620;26;195;34;17;141;1033
51;Graduation;Divorced;69901;1;5;312;21;206;102;92;149;882
71;PhD;Married;80360;0;3;1493;86;454;112;43;43;2231
59;PhD;Together;63342;1;10;918;21;118;13;10;21;1101
46;Graduation;Married;44989;1;9;98;0;106;49;10;106;369
40;2n Cycle;Single;31859;1;2;3;4;7;15;8;11;48
71;PhD;Widow;51569;1;2;380;0;47;6;0;34;467
49;Graduation;Widow;30372;2;12;15;0;12;7;3;7;44
41;Basic;Single;16014;2;3;3;9;4;7;8;7;38
52;Graduation;Married;41120;2;11;24;2;23;0;8;24;81
49;Master;Single;39763;1;8;80;1;60;4;6;16;167
65;PhD;Married;38725;2;5;31;0;6;2;1;5;45
48;Graduation;Married;77981;1;5;138;120;204;16;126;60;664
56;2n Cycle;Married;62905;1;9;166;75;96;119;107;59;622
41;2n Cycle;Divorced;13533;1;3;12;3;8;8;0;17;48
45;Graduation;Together;59481;1;10;178;3;85;71;66;58;461
43;Graduation;Married;72117;1;8;707;20;171;65;60;50;1073
34;2n Cycle;Married;21955;1;9;5;1;7;17;14;11;55
64;Graduation;Married;67131;1;3;465;71;250;93;35;62;976
40;PhD;Single;36802;1;6;16;1;2;0;0;1;20
38;Graduation;Together;71853;0;5;358;108;413;141;97;32;1149
59;Basic;Married;28249;0;6;1;9;7;2;14;10;43
45;Master;Married;47808;1;10;123;1;26;2;0;72;224
46;PhD;Divorced;25509;1;9;40;3;30;10;7;11;101
74;PhD;Married;51012;0;4;102;9;63;2;9;24;209
35;Graduation;Single;70596;0;10;347;44;534;17;0;26;968
68;PhD;Together;85431;0;6;376;53;462;168;53;53;1165
53;Graduation;Married;42664;1;3;21;0;3;0;0;0;24
65;Graduation;Together;42586;2;10;194;2;56;0;0;0;252
35;Graduation;Single;29760;1;8;64;4;68;7;5;17;165
43;PhD;Married;28973;0;10;206;0;46;3;2;12;269
47;PhD;Together;39435;1;8;71;0;18;0;0;13;102
36;2n Cycle;Married;65370;0;8;71;22;112;138;89;29;461
41;Basic;Single;20194;1;12;0;4;7;11;10;15;47
44;PhD;Single;42473;2;2;93;1;21;0;4;25;144
52;Graduation;Married;64590;0;10;920;138;168;36;46;30;1338
